Time,y2j507-FI-11005,y2j507-FI-11703,y2j507-FI-11704,y2j507-FI-11803,y2j507-FI-11804,y2j507-FI-13801A,y2j507-FI-13801B,y2j507-FIC-11001A,y2j507-FIC-11001AMV,y2j507-FIC-11001B,y2j507-FIC-11001BMV,y2j507-FIC-11001C,y2j507-FIC-11001CMV,y2j507-FIC-11002A,y2j507-FIC-11002AMV,y2j507-FIC-11002B,y2j507-FIC-11002BMV,y2j507-FIC-11002C,y2j507-FIC-11002CMV,y2j507-FIC-11003A,y2j507-FIC-11003AMV,y2j507-FIC-11003B,y2j507-FIC-11003BMV,y2j507-FIC-11003C,y2j507-FIC-11003CMV,y2j507-FIC-11004A,y2j507-FIC-11004AMV,y2j507-FIC-11004B,y2j507-FIC-11004BMV,y2j507-FIC-11004C,y2j507-FIC-11004CMV,y2j507-FIC-11101A,y2j507-FIC-11101AMV,y2j507-FIC-11101B,y2j507-FIC-11101BMV,y2j507-FIC-11101C,y2j507-FIC-11101CMV,y2j507-FIC-11102A,y2j507-FIC-11102AMV,y2j507-FIC-11102B,y2j507-FIC-11102BMV,y2j507-FIC-11102C,y2j507-FIC-11102CMV,y2j507-FIC-11103A,y2j507-FIC-11103AMV,y2j507-FIC-11103B,y2j507-FIC-11103BMV,y2j507-FIC-11103C,y2j507-FIC-11103CMV,y2j507-FIC-11104A,y2j507-FIC-11104AMV,y2j507-FIC-11104B,y2j507-FIC-11104BMV,y2j507-FIC-11104C,y2j507-FIC-11104CMV,y2j507-FIC-12804,y2j507-FICA-11001,y2j507-FICA-11001MV,y2j507-FICA-11002,y2j507-FICA-11002MV,y2j507-FICA-11003,y2j507-FICA-11003MV,y2j507-FICA-11004,y2j507-FICA-11004MV,y2j507-FICA-11101,y2j507-FICA-11101MV,y2j507-FICA-11102,y2j507-FICA-11102MV,y2j507-FICA-11103,y2j507-FICA-11103MV,y2j507-FICA-11104,y2j507-FICA-11104MV,y2j507-FIQ-11401,y2j507-FIQ-11402,y2j507-FIQ-11402A,y2j507-FIQ-11402B,y2j507-FIQ-11402SUM,y2j507-FIQ-11501,y2j507-FIQ-11502,y2j507-FIQ-11601,y2j507-FIQ-11602,y2j507-FIQ-13803APV,y2j507-FIQ-13803ASUM,y2j507-FIQ-13803BPV,y2j507-FIQ-13803BSUM
2018-02-09 03:00:00,297.487,0.002,-0.002,-0.149,0.003,4.437,5.218,54.803,17.438,231.249,48.296,55.004,44.966,54.611,31.892,230.006,59.1,55.096,23.708,55.097,8.274,230.603,42.88,54.844,43.796,54.838,41.362,227.083,49.598,54.856,40.27,54.851,63.957,219.244,52.583,55.073,29.696,54.786,22.757,219.9,25.958,54.723,37.073,91.243,0,219.812,55.849,54.321,49.052,54.952,41.776,218.807,52.036,55.209,74.911,9.995,34.291,24.212,40.766,36.8,38.012,24.005,39.582,38.387,36.318,27.937,38.389,19,35.301,32.407,34.598,24.471,1.157,3.961,1.966,1.995,921.722,1396.292,1390.06,1305.326,1372.678,2.659,2322.145,2.494,2835.39
2018-02-09 04:00:00,306.786,0.002,-0.002,-0.149,0.002,4.673,5.458,54.935,15.917,221.888,46.865,55.002,44.833,54.901,32.123,220.172,57.812,54.957,23.538,55.037,8.147,219.977,41.855,54.974,44.009,54.975,41.188,219.424,48.672,54.942,39.899,54.355,63.811,220.113,52.542,55.189,29.458,54.898,22.85,219.877,25.86,55.069,36.524,91.768,0,219.789,56.236,54.59,48.662,54.967,41.903,219.084,52.067,55.042,74.773,10.023,37.98,25.112,42.135,37.6,39.402,25.923,41.069,40.364,36.101,28.737,38.025,19.4,36.774,31.362,35.363,25.471,1.313,4.24,2.051,2.188,925.856,1505.993,1504.607,1354.218,1454.361,2.857,2324.695,2.505,2837.834
2018-02-09 05:00:00,303.428,0.002,-0.002,-0.149,0.003,4.777,5.431,55.236,13.544,221.423,46.491,55.105,44.418,54.86,31.116,220.288,57.211,55.156,23.328,55.157,7.341,219.835,41.735,55.062,43.177,55.092,41.115,220.326,48.346,55.017,39.456,55.098,63.777,219.6,52.353,55.04,29.384,54.848,22.434,220.021,25.817,55.014,36.486,92.718,0,219.329,55.723,55.298,48.564,55.124,41.666,218.99,51.87,54.894,74.974,9.91,38.453,25.112,41.658,37.6,39.474,25.736,41.156,39.571,33.284,28.737,37.913,19.4,36.569,32.035,34.788,25.471,1.349,4.175,2.053,2.122,930.057,1487.601,1487.038,1263.096,1441.505,3.001,2327.46,2.784,2840.389
2018-02-09 06:00:00,315.477,0.002,-0.002,-0.149,0.003,4.613,5.615,54.918,18.41,219.581,47.336,55.03,45.624,54.972,31.681,219.929,58.241,55.038,24.081,55.073,8.748,219.95,42.135,54.81,44.385,54.972,41.546,219.785,48.925,54.932,40.585,54.884,64.012,219.922,52.904,54.914,30.226,55.003,22.977,219.916,25.948,54.842,37.535,90.465,0,219.146,56.105,54.546,49.562,55.148,42.355,217.614,51.991,54.981,75.16,9.952,37.452,25.112,42.626,38,39.965,25.872,41.936,40.199,36.783,30.537,39.439,21.295,39.036,35.007,37.952,26.88,1.305,4.383,2.128,2.256,934.305,1485.756,1496.206,1402.898,1528.907,2.826,2330.424,2.817,2843.081
2018-02-09 07:00:00,313.148,0.002,-0.002,-0.149,0.003,4.729,5.574,54.819,15.081,219.382,46.832,54.779,44.974,54.808,31.757,219.222,57.743,54.889,23.802,54.787,7.734,219.183,41.85,55.085,43.781,54.991,41.159,220.506,48.396,55.055,39.655,55.511,63.753,220.132,52.567,54.971,29.391,54.919,22.84,219.69,25.922,54.875,36.541,91.707,0,220.75,55.794,54.624,49.338,54.97,42.031,219.48,51.823,55.34,74.629,9.997,37.94,25.112,42.459,38,38.952,25.367,41.418,39.838,37.735,30.537,40.13,22.182,37.003,32.952,37.406,26.646,1.24,4.128,2.035,2.093,938.572,1433.506,1461.158,1387.541,1466.193,3.079,2333.487,2.335,2845.996
2018-02-09 08:00:00,306.26,0.002,-0.002,-0.148,0.003,4.577,5.602,55.087,20.207,219.959,47.64,54.865,45.95,54.956,33.19,219.58,58.482,54.866,24.679,54.916,8.681,220.055,42.357,54.994,44.768,54.952,41.675,221.943,49.251,55.329,41.155,55.566,64.113,219.686,53.104,55.214,30.257,54.929,23.083,219.755,26.319,54.961,37.99,89.755,0,220.651,56.513,55.167,49.931,55.226,42.78,220.815,52.686,54.817,75.546,10.064,34.948,25.112,42.866,38,38.501,25.308,40.92,40.684,36.582,30.537,40.162,22.838,36.144,31.608,36.4,25.692,1.234,4.22,2.08,2.14,942.805,1446.587,1434.742,1362.963,1428.476,2.985,2336.596,3.094,2848.853
2018-02-09 09:00:00,305.269,0.002,-0.001,-0.148,0.003,4.561,5.449,54.971,17.605,219.118,47.159,54.871,45.029,54.924,32.376,219.449,57.937,54.584,23.868,54.845,8.07,219.685,41.886,54.937,44.372,55.005,41.393,219.65,48.753,54.913,40.379,54.852,64.123,219.561,52.616,55.073,29.676,54.87,23.072,220.046,25.907,54.921,37.135,91.376,0,219.469,56.296,54.923,49.337,54.982,41.936,221.522,52.17,54.419,75.038,9.841,34.149,25.112,42.267,38,38.418,25.541,40.225,40.771,37.311,30.537,40.091,20.646,36.118,32.168,36.466,26.451,1.216,4.128,2.027,2.102,946.974,1447.745,1457.655,1342.523,1430.947,3.242,2339.747,3.139,2852.035
2018-02-09 10:00:00,305.646,0.002,-0.001,-0.149,0.003,4.671,5.595,54.979,11.722,220.459,46.096,54.985,44.172,54.957,31.455,217.79,57.336,54.875,22.687,55.014,6.52,220.084,41.429,54.943,42.846,55.104,41.388,220.11,47.53,54.782,38.636,54.701,63.424,219.784,52.1,55.032,28.8,54.857,22.304,219.378,25.602,54.827,35.713,93.793,0,220.011,55.704,55.403,48.313,54.967,41.162,221.273,51.133,54.373,74.398,10.057,34.373,25.112,42.331,38,38.386,25.452,40.568,41.424,37.483,30.537,40.131,19.943,36.183,32.958,36.535,26.472,1.157,4.174,2.101,2.073,951.171,1452.917,1464.196,1346.082,1430.87,2.976,2342.765,2.805,2854.829
2018-02-09 11:00:00,310.2,0.002,-0.001,-0.148,0.003,4.692,5.296,55.133,18.655,221.049,47.004,55.202,45.221,55.014,31.949,220.454,57.753,55.075,24.018,54.893,8.261,219.937,42.089,55.17,43.987,54.99,41.34,218.698,48.795,55.062,40.144,54.427,63.907,220.184,52.888,55.24,29.647,55.065,22.998,219.907,25.994,55.06,37.353,90.582,0,220.556,55.938,54.835,48.966,55.09,42.131,223.131,51.597,55.007,75.163,10.009,36.889,26.012,42.243,38,38.655,25.046,41.15,41.291,39.007,32.037,40.022,20.529,36.015,33.519,36.513,25.497,1.078,4.268,2.088,2.18,955.362,1493.847,1454.987,1347.623,1434.795,2.987,2345.673,2.805,2857.509
2018-02-09 12:00:00,312.127,0.002,-0.002,-0.149,0.003,4.588,5.198,55.04,19.562,217.816,47.201,55.025,45.422,54.886,32.692,220.409,57.647,54.887,23.987,54.996,8.134,220.451,42.003,55.063,44.008,54.845,44.4,220.157,48.719,55.142,40.023,54.931,64.072,220.372,52.713,55.056,29.389,54.981,22.924,219.968,25.967,55.128,36.949,90.881,0,219.485,55.981,55.081,49.421,54.923,42.08,217.763,51.761,55.406,74.934,10.002,36.303,26.012,42.132,38,38.559,25.071,41.08,41.125,39.17,32.037,40.11,18.66,36.965,33.474,37.79,27.845,1.064,4.326,2.102,2.224,959.637,1442.211,1459.21,1367.312,1494.167,2.767,2348.526,2.463,2860.129
2018-02-09 13:00:00,309.972,0.002,-0.002,-0.149,0.003,4.732,4.929,54.784,16.616,220.964,46.592,54.811,44.64,54.858,31.418,219.94,57.451,55.025,23.117,54.895,7.404,219.739,41.696,54.993,43.74,55.593,44.196,225.005,48.528,54.88,39.619,54.752,63.458,219.456,52.501,55.08,29.192,54.847,22.646,219.761,25.861,54.99,36.532,92.125,0,219.85,55.991,54.938,48.993,54.969,41.862,220.846,50.997,54.679,74.806,9.978,36.781,26.012,42.553,38,38.313,25.075,40.879,41.134,37.627,32.037,40.006,25.478,36.036,33.794,37.862,26.965,0.909,4.342,2.104,2.239,963.971,1509.036,1491.346,1366.583,1476.784,3.044,2351.46,2.273,2862.705
2018-02-09 14:00:00,312.736,0.002,-0.002,-0.149,0.002,4.691,4.558,54.88,15.624,220.594,46.314,54.96,44.231,55.015,30.68,218.882,57.089,55.191,22.906,55.155,6.619,219.879,41.485,54.976,43.11,54.917,40.992,219.558,48.142,54.969,38.661,54.994,63.562,219.996,52.282,55.028,28.853,55.021,22.376,219.484,25.792,55.058,35.649,93.005,0,220.125,55.976,54.642,48.881,55.053,41.334,219.444,50.71,55.701,74.147,9.966,36.829,26.012,42.229,38,38.79,25.218,41.007,40.538,39.26,32.337,40.08,20.371,36.449,32.068,37.958,26.986,0.849,4.476,2.182,2.294,968.324,1526.619,1515.703,1441.173,1505.301,2.73,2354.305,2.083,2865.047
2018-02-09 15:00:00,311.158,0.002,-0.002,-0.149,0.002,4.563,4.758,55.001,16.027,219.615,46.727,54.883,44.66,54.951,31.942,220.686,57.1,54.842,23.158,54.889,7.068,219.571,41.643,54.924,43.616,54.78,40.475,219.741,47.982,54.908,39.183,54.965,63.93,219.385,52.426,55.039,29.06,54.836,22.25,220.984,25.779,54.873,36.338,92.492,0,220.009,55.879,54.92,48.296,55.103,41.693,221.654,50.547,54.412,74.337,10.021,36.917,26.012,42.334,38,38.453,25.437,40.963,42.382,38.17,32.337,40.025,22.502,36.581,31.536,37.85,26.887,0.927,4.32,2.112,2.208,972.627,1532.355,1506.905,1398.405,1502.281,2.946,2357.071,2.258,2867.361
2018-02-09 16:00:00,309.926,0.002,-0.002,-0.149,0.003,4.71,4.873,54.691,16.428,219.136,46.593,54.649,44.661,55.001,31.93,219.694,57.467,54.746,23.532,54.783,7.441,219.792,41.81,54.981,43.424,54.922,40.815,219.503,48.236,55.026,39.689,54.766,63.972,220.875,52.531,54.963,29.392,55.015,22.73,221.078,25.935,55.041,36.619,91.734,0,219.335,55.994,55.309,49.037,54.813,41.896,221.269,50.449,55.17,74.822,10.059,37.284,26.012,41.782,38,38.502,25.067,41.1,41.372,36.65,32.337,40.049,22.193,36.549,31.888,38.064,25.623,0.364,4.378,2.117,2.261,976.908,1515.297,1486.719,1365.069,1486.665,2.738,2359.85,2.391,2869.557
2018-02-09 17:00:00,310.557,0.002,-0.002,-0.149,0.002,4.617,4.833,55.114,18.94,220.426,46.84,55.001,45.427,54.8,31.97,220.2,57.886,55.226,24.094,55.077,8.288,219.914,42.029,54.932,44.302,55.098,41.539,219.365,48.893,55.004,40.585,54.733,63.788,220.247,52.704,54.993,29.626,54.968,22.897,220.049,25.964,55.096,36.945,90.904,0,219.768,56.293,55.06,48.794,55.052,42.076,221.838,50.943,55.536,75.147,10.015,35.358,25.012,41.858,38,38.578,24.907,41.032,41.308,39.591,34.037,40.08,19.326,36.414,33.706,37.932,26.47,0.669,4.276,2.076,2.2,981.228,1505.435,1483.737,1413.652,1475.914,3.065,2362.723,2.538,2872.026
2018-02-09 18:00:00,311.576,0.002,-0.002,-0.149,0.003,4.744,5.041,55.009,15.958,220.597,46.269,54.921,44.5,54.912,31.489,220.504,56.976,55.06,22.953,54.958,6.656,219.907,41.604,55.034,43.373,54.656,40.732,220.398,47.844,55.017,39.107,54.731,63.763,219.986,52.236,54.989,28.729,54.912,22.167,219.976,25.849,55.025,35.866,93.144,0,220.526,55.827,55.038,48.306,54.959,41.351,220.047,50.573,54.762,74.569,10.22,35.416,25.012,41.81,38,38.541,25.157,41.146,41.865,40.229,34.037,40.211,19.534,36.514,33.859,37.926,26.327,0.999,4.301,2.079,2.223,985.499,1465.953,1472.422,1416.833,1459.509,3.195,2365.825,2.423,2874.583
2018-02-09 19:00:00,312.518,0.002,-0.002,-0.149,0.003,4.733,4.971,54.87,19.294,220.174,46.996,55.005,45.419,55.079,32.764,219.82,58.099,54.553,23.935,54.776,8.426,219.976,42.102,54.977,43.991,54.974,41.361,219.796,48.686,55.152,40.591,54.933,63.842,219.94,52.845,55.066,29.597,55.042,22.861,219.576,26.099,55.084,37.298,90.438,0,219.353,56.168,54.965,49.344,55.042,42.167,219.484,51.592,55.666,74.911,10.007,35.389,25.012,41.963,38,38.543,25.038,40.97,40.828,40.537,34.037,40.145,18.819,36.547,31.596,38.082,26.131,1.089,4.381,2.115,2.266,989.842,1490.796,1501.1,1421.33,1482.998,3.189,2368.902,2.729,2877.081
2018-02-09 20:00:00,309.55,0.002,-0.002,-0.149,0.003,4.703,5.351,55.04,17.02,214.87,46.292,54.994,44.546,54.992,31.427,220.194,57.26,55.127,23.383,54.974,7.003,220.709,41.598,55.119,43.007,54.775,42.414,219.889,48.23,54.967,39.138,54.401,63.473,220.729,52.353,54.802,28.941,54.937,22.305,219.931,25.768,55.015,35.91,92.809,0,220.082,55.854,55.021,48.958,54.95,41.691,222.464,50.956,54.492,74.734,9.917,34.675,25.012,40.822,38,38.337,25.328,40.804,41.067,40.463,34.037,40.065,19.966,36.489,33.675,38.061,27.094,1.238,4.381,2.149,2.233,994.212,1428.002,1494.687,1413.453,1478.546,3.31,2372.05,3.088,2879.768
2018-02-09 21:00:00,309.704,0.002,-0.002,-0.149,0.003,4.626,5.235,55.003,16.776,220.782,46.299,54.993,44.294,54.948,31.972,219.937,57.289,54.619,23.236,55.004,7.019,219.743,41.624,54.833,43.383,55.354,41.403,220.078,47.802,54.959,38.982,54.556,63.619,220.126,52.39,54.935,28.808,55.003,22.202,219.724,25.883,54.835,36.058,92.828,0,220.11,55.443,54.987,48.561,54.988,41.336,221.192,51.006,54.454,74.135,9.958,34.149,25.012,40.795,38,38.57,25.411,40.867,41.621,40.712,34.037,40.134,19.534,36.42,33.441,38.098,26.484,1.34,4.125,1.961,2.164,998.449,1403.875,1456.727,1378.635,1447.134,3.034,2375.179,2.541,2882.466
2018-02-09 22:00:00,309.394,0.002,-0.002,-0.148,0.003,4.561,5.237,54.987,17.465,220.828,46.335,54.982,44.551,54.94,31.393,220.165,57.478,54.989,23.285,55.05,7.121,219.84,41.669,54.98,43.298,54.999,41.752,220.24,48.019,54.989,39.27,55.016,63.557,220.121,52.404,55.162,29.069,55.039,22.274,219.761,25.7,54.911,36.18,92.703,0,220.267,55.623,54.927,48.572,54.976,41.368,219.118,51.292,55.055,74.271,10.028,33.358,25.012,40.651,38,38.357,25.305,40.742,42.168,41.623,34.037,40.149,21.464,36.465,33.096,38.047,26.6,1.392,4.223,2.058,2.165,1002.611,1403.799,1451.409,1384.471,1443.462,3.152,2378.289,2.814,2885.167
2018-02-09 23:00:00,311.129,0.002,-0.001,-0.148,0.003,4.709,5.302,54.85,16.122,219.922,46.234,54.772,44.137,55.041,30.436,222.719,56.889,55.109,22.83,54.763,6.618,219.867,41.477,54.929,42.42,54.792,45.239,221.903,47.952,55.007,38.455,54.987,63.142,220.035,52.074,54.945,28.892,55.108,21.909,221.37,25.67,55.004,35.564,93.799,0,220.313,55.51,54.77,48.281,54.957,41.076,220.172,51.288,55.901,74.141,10.001,34.571,25.012,40.508,38,38.694,25.043,41.038,42.155,42.166,34.037,40.009,21.661,36.501,33.552,37.92,26.021,1.321,4.266,2.057,2.209,1006.846,1424.003,1481.937,1399.504,1458.382,3.205,2381.366,2.973,2888.003
2018-02-10 00:00:00,312.389,0.002,-0.001,-0.148,0.003,4.528,5.601,54.842,18.521,219.628,46.823,54.905,45.035,54.914,32.224,219.495,57.567,54.946,23.822,54.872,7.552,220.194,41.78,54.94,43.583,55.08,44.625,219.772,48.546,54.917,39.922,54.522,63.469,220.196,52.543,54.919,29.338,54.917,22.551,219.319,25.81,55.08,36.508,91.641,0,219.414,56.094,54.855,48.918,55.044,41.919,219.817,51.962,55.16,74.287,9.996,33.475,25.012,40.492,38,38.696,25.294,40.743,41.424,44.295,34.037,40.024,21.223,36.52,33.978,37.989,26.096,1.289,4.243,2.039,2.204,1011.094,1418.804,1480.091,1407.052,1463.153,2.716,2384.464,2.765,2890.766
2018-02-10 01:00:00,312.817,0.002,-0.001,-0.148,0.003,4.734,5.407,54.829,19.655,220.89,46.847,54.904,45.454,54.962,32.462,219.736,58.152,54.951,23.965,54.988,7.918,220.661,42.009,55.04,43.871,54.796,43.468,219.926,48.469,54.975,40.444,55.493,63.607,219.995,52.647,54.905,29.73,54.944,22.717,221.724,26.115,55.023,37.058,91.159,0,220.289,56.351,55.025,49.057,55.031,42.069,219.222,52.475,54.415,75.214,10.023,33.836,25.012,40.302,38,38.725,25.522,40.987,41.879,44.22,34.037,40.081,19.262,36.507,33.218,38.055,26.305,1.262,4.211,2.092,2.119,1015.34,1397.047,1474.885,1393.684,1464.247,3.175,2387.481,2.733,2893.531
2018-02-10 02:00:00,313.164,0.002,-0.001,-0.148,0.003,4.63,5.569,55.007,17.405,220.576,46.206,54.989,44.4,54.891,32.016,219.818,57.219,54.716,23.178,54.609,11.956,220.199,41.5,54.973,42.961,55.008,47.225,220.24,47.73,54.921,39.099,55.316,63.536,220.379,52.443,54.905,29.113,55.087,22.061,220.72,25.749,54.904,35.653,93.051,0,219.478,55.796,54.923,48.857,54.949,41.545,220.445,52.001,54.98,75.041,10.055,33.55,25.012,40.064,38,38.89,25.254,40.999,41.156,45.118,34.037,40.043,19.381,36.503,34.151,37.995,26.041,1.286,4.093,2.108,1.985,1019.545,1392.431,1473.412,1410.603,1471.283,2.696,2390.577,2.835,2896.305
2018-02-10 03:00:00,313.998,0.002,-0.001,-0.139,0.003,4.59,5.555,55.051,16.343,219.545,46.515,55.031,44.082,55.028,31.048,219.722,57.111,55.153,23.407,55.282,9.538,220.606,41.587,54.802,42.97,54.954,52.906,222.185,47.937,55.067,38.698,55.117,63.379,220.028,52.383,55.056,29.004,54.837,21.931,220.02,25.779,54.852,35.471,93.078,0,220.216,55.831,54.826,48.556,54.913,41.462,220.714,52.172,55.002,74.756,9.964,34.557,25.012,40.035,38,38.508,25.244,41.11,41.741,45.444,34.037,40.1,23.531,36.514,33.196,38.053,26.173,1.283,4.339,2.094,2.245,1023.793,1429.191,1479.061,1446.973,1481.479,2.955,2393.599,2.858,2899.11
2018-02-10 04:00:00,313.625,0.002,-0.001,-0.09,0.003,4.631,5.811,54.927,18.214,219.332,47.079,54.939,44.749,55.304,33.115,219.758,57.418,54.94,23.699,54.788,7.798,220.188,41.802,55.052,43.805,54.822,51.558,219.555,48.758,55.145,39.893,55.532,63.9,219.492,52.795,54.863,29.479,54.969,22.449,220.183,25.828,54.938,36.512,91.502,0,219.307,55.589,55.023,49.311,55.061,42.032,220.012,52.91,55.035,74.402,10.038,34.755,25.012,39.29,38,38.473,25.658,40.602,41.452,45.865,34.037,40.124,20.108,36.39,33.835,37.96,25.77,1.285,4.4,2.142,2.258,1028.105,1436.451,1497.442,1461.108,1511.6,2.811,2396.49,2.938,2901.949
2018-02-10 05:00:00,314.129,0.002,-0.001,-0.1,0.003,4.733,5.874,54.939,16.888,221.342,46.338,55,44.449,54.86,31.358,222.931,57.232,54.89,23.196,55.166,6.978,220.532,41.577,54.999,43.443,55.817,46.629,220.05,48.049,54.976,38.736,55.536,63.458,220.122,52.13,54.802,29.136,55.092,22.073,220.532,25.631,55.011,35.619,93.319,0,220.2,55.807,55.07,48.917,55.065,41.072,219.984,52.865,55.691,73.739,9.985,34.536,25.012,38.913,38,38.577,25.504,41.004,40.939,46.28,34.037,40.207,19.055,36.482,32.736,38.017,26.432,1.282,4.254,2.081,2.173,1032.361,1404.992,1464.265,1424.582,1464.612,3.129,2399.334,3.275,2904.995
2018-02-10 06:00:00,314.513,0.002,-0.001,-0.111,0.003,4.667,5.971,54.941,17.115,221.295,46.921,54.837,44.46,55.071,30.788,219.825,57.409,54.841,23.407,54.862,7.184,219.876,41.641,55.06,43.437,54.907,40.551,219.451,48.358,54.956,39.208,54.767,63.656,219.92,52.445,55.081,29.118,54.914,22.251,219.811,25.714,54.891,35.889,92.54,0,219.92,55.794,54.843,49.014,54.95,41.508,219.489,53.159,54.881,74.302,9.963,34.246,25.012,39.049,38,38.229,25.564,41.088,40.649,47.178,34.037,40.123,20.665,36.341,33.114,37.943,24.845,1.3,4.107,1.99,2.117,1036.535,1345.049,1433.322,1419.991,1431.915,2.823,2402.264,2.908,2908.155
2018-02-10 07:00:00,314.816,0.002,-0.001,-0.083,0.003,4.614,5.978,54.975,20.682,219.323,47.172,55.085,44.978,54.944,32.048,220.009,57.7,54.925,24.077,54.81,7.832,220.24,41.988,55.077,43.626,55.106,41.014,220.118,48.311,54.968,39.976,54.884,63.596,219.61,52.76,55.041,29.495,54.992,22.569,219.624,26.092,55.102,36.498,91.384,0,220.46,55.837,55.297,48.864,54.983,42.021,220.3,53.669,55.027,74.465,9.977,34.65,25.012,39.136,38,38.664,25.123,41.082,41.063,46.551,32.037,40.343,17.847,36.7,33.282,37.978,24.143,1.221,4.075,1.985,2.09,1040.692,1380.307,1409.68,1387.951,1432.106,2.796,2404.992,2.943,2911.132
2018-02-10 08:00:00,313.44,0.002,-0.001,-0.006,0.003,4.573,5.833,55.004,17.296,219.545,46.478,54.796,44.354,54.753,30.79,220.044,57.386,55.429,23.488,54.866,6.963,219.465,41.589,54.983,43.306,54.885,40.925,219.739,48.256,54.916,39.295,54.912,63.739,219.407,52.48,55.126,29.274,54.962,22.292,220.559,25.701,55.127,35.743,92.769,0,219.743,55.399,54.939,48.9,54.962,41.717,219.722,53.164,54.906,74.565,9.991,34.92,25.012,39.303,38,38.799,25.507,41.054,42.71,44.742,30.037,40.221,19.992,36.596,31.812,38.143,25.253,1.186,4.132,2.057,2.075,1044.759,1354.846,1413.045,1355.202,1420.012,2.559,2407.769,2.941,2914.115
2018-02-10 09:00:00,312.856,0.002,-0.001,-0.036,0.003,4.501,5.93,55.135,17.758,220.609,46.749,55.174,44.396,55.032,31.394,220.624,57.379,54.477,23.913,55.13,7.502,220.019,41.686,55.191,43.245,54.767,41.73,219.397,48.499,55.055,39.377,55.194,63.749,220.968,52.491,55.103,29.289,55.083,22.244,220.146,25.884,55.069,36.216,92.461,0,219.676,56.16,54.692,48.594,54.941,41.871,220.335,53.164,55.521,75.023,9.995,35.383,25.012,39.403,38,38.412,25.166,41.15,41.305,43.696,30.037,40.041,19.535,36.512,33.201,38.24,26.828,1.166,4.122,2.013,2.109,1048.82,1368.793,1418.745,1323.282,1445.315,2.585,2410.408,2.762,2917.01
2018-02-10 10:00:00,308.099,0.002,-0.001,-0.128,0.003,4.51,5.67,54.969,21.874,218.349,47.621,55.129,45.901,54.916,32.891,219.495,58.462,54.815,24.827,55.023,8.571,219.804,42.262,54.908,44.761,54.917,41.935,219.091,48.674,54.787,41.262,54.884,64.303,220.476,53.174,55.055,30.085,55.024,23.325,219.746,26.14,54.977,37.684,89.464,0,219.24,56.269,55.241,49.938,54.997,42.734,219.042,53.516,54.902,75.773,9.944,33.756,25.012,39.643,38,38.484,25.685,40.835,41.749,42.031,31.037,39.861,21.087,35.635,32.309,38.161,24.681,1.111,4.143,2.018,2.125,1052.915,1362.866,1428.235,1290.082,1441.405,2.399,2412.995,2.947,2919.773
2018-02-10 11:00:00,310.752,0.002,-0.001,-0.148,0.002,4.481,5.707,54.991,19.149,222.572,46.797,54.791,45.199,54.907,32.099,219.726,57.889,54.778,24.157,54.884,7.955,220.083,41.914,55.038,44.102,54.753,41.503,219.719,48.617,54.834,40.543,55.26,64.046,219.96,52.66,54.899,29.616,54.954,22.873,219.882,25.847,55.073,36.98,91.148,0,219.81,56.123,54.929,49.392,54.873,42.179,218.758,52.403,55.106,75.113,9.983,33.568,25.012,38.707,38,38.4,25.437,41.044,42.06,44.595,32.537,40.165,21.284,36.602,32.435,37.832,26.022,1.066,4.202,2.045,2.157,1057.041,1349.214,1440.864,1396.344,1453.356,2.481,2415.58,2.868,2922.576
2018-02-10 12:00:00,310.619,0.002,-0.001,-0.149,0.002,4.507,5.584,55.073,19.148,217.201,46.478,54.992,44.775,54.8,32.76,220.006,57.743,55.073,23.729,55.125,7.823,220.268,41.904,54.64,43.705,54.852,42.699,220.172,48.375,54.921,39.936,55.224,63.641,219.943,52.542,55.212,29.414,55.091,22.696,219.992,25.864,55.178,36.512,91.768,0,218.758,55.936,54.994,49.311,54.742,41.82,221.312,52.12,55.088,75.055,10.057,33.861,25.412,39.469,38.3,38.346,25.307,41.109,41.56,43.442,32.537,40.077,20.937,36.082,34.055,38.053,26.41,1.073,4.177,2.054,2.124,1061.22,1358.592,1449.083,1377.948,1444.569,2.533,2418.092,2.748,2925.368
2018-02-10 13:00:00,311.599,0.002,-0.001,-0.148,0.003,4.705,5.509,54.855,18.94,220.299,46.515,54.861,44.982,54.803,37.882,220.432,57.368,55.019,23.749,54.977,7.586,220.29,41.759,55.092,42.998,54.961,47.322,218.922,48.231,54.935,39.944,54.988,63.962,219.912,52.557,54.943,29.378,54.929,22.25,220.358,25.663,54.914,36.127,91.917,0,219.593,55.752,54.876,48.719,54.808,42.022,217.205,51.718,54.64,74.833,10.022,34.755,25.412,40.028,38.3,38.137,25.322,40.876,41.634,43.093,32.537,40.017,22.481,36.453,31.821,37.887,26.784,1.01,4.26,2.066,2.194,1065.458,1424.17,1489.531,1391.229,1458.343,2.984,2420.859,2.689,2928.144
