Time,y2j507-FI-11005,y2j507-FI-11703,y2j507-FI-11704,y2j507-FI-11803,y2j507-FI-11804,y2j507-FI-13801A,y2j507-FI-13801B,y2j507-FIC-11001A,y2j507-FIC-11001AMV,y2j507-FIC-11001B,y2j507-FIC-11001BMV,y2j507-FIC-11001C,y2j507-FIC-11001CMV,y2j507-FIC-11002A,y2j507-FIC-11002AMV,y2j507-FIC-11002B,y2j507-FIC-11002BMV,y2j507-FIC-11002C,y2j507-FIC-11002CMV,y2j507-FIC-11003A,y2j507-FIC-11003AMV,y2j507-FIC-11003B,y2j507-FIC-11003BMV,y2j507-FIC-11003C,y2j507-FIC-11003CMV,y2j507-FIC-11004A,y2j507-FIC-11004AMV,y2j507-FIC-11004B,y2j507-FIC-11004BMV,y2j507-FIC-11004C,y2j507-FIC-11004CMV,y2j507-FIC-11101A,y2j507-FIC-11101AMV,y2j507-FIC-11101B,y2j507-FIC-11101BMV,y2j507-FIC-11101C,y2j507-FIC-11101CMV,y2j507-FIC-11102A,y2j507-FIC-11102AMV,y2j507-FIC-11102B,y2j507-FIC-11102BMV,y2j507-FIC-11102C,y2j507-FIC-11102CMV,y2j507-FIC-11103A,y2j507-FIC-11103AMV,y2j507-FIC-11103B,y2j507-FIC-11103BMV,y2j507-FIC-11103C,y2j507-FIC-11103CMV,y2j507-FIC-11104A,y2j507-FIC-11104AMV,y2j507-FIC-11104B,y2j507-FIC-11104BMV,y2j507-FIC-11104C,y2j507-FIC-11104CMV,y2j507-FIC-12804,y2j507-FICA-11001,y2j507-FICA-11001MV,y2j507-FICA-11002,y2j507-FICA-11002MV,y2j507-FICA-11003,y2j507-FICA-11003MV,y2j507-FICA-11004,y2j507-FICA-11004MV,y2j507-FICA-11101,y2j507-FICA-11101MV,y2j507-FICA-11102,y2j507-FICA-11102MV,y2j507-FICA-11103,y2j507-FICA-11103MV,y2j507-FICA-11104,y2j507-FICA-11104MV,y2j507-FIQ-11401,y2j507-FIQ-11402,y2j507-FIQ-11402A,y2j507-FIQ-11402B,y2j507-FIQ-11402SUM,y2j507-FIQ-11501,y2j507-FIQ-11502,y2j507-FIQ-11601,y2j507-FIQ-11602,y2j507-FIQ-13803APV,y2j507-FIQ-13803ASUM,y2j507-FIQ-13803BPV,y2j507-FIQ-13803BSUM
2018-01-01 00:00:00,263.621,0.002,-0.002,-0.149,0.003,4.159,4.803,79.986,,356.091,,59.665,,59.917,,350.11,,60.105,,59.953,,349.468,,59.935,,59.703,,356.394,,60.068,,90.195,,340.61,,78.724,,90.171,,341.607,,79.878,,92.08,,339.338,,82.481,,89.445,,339.626,,77.59,,9.985,30.031,22.512,34.802,35.8,33.125,23.223,34.798,38.927,36.609,29.754,33.28,17.172,29.901,26.778,31.036,11.974,1.016,3.269,1.604,1.666,58.551,1218.64,1206.844,1181.905,1210.434,,,,
2018-01-01 01:00:00,265.88,0.002,-0.002,-0.149,0.003,4.159,4.728,79.698,,356.821,,60.055,,59.972,,350.282,,60.327,,60.068,,349.42,,59.975,,59.879,,359.494,,59.871,,90.863,,340.849,,78.925,,89.915,,340.494,,79.994,,91.961,,340.593,,80.915,,90.008,,342.586,,82.149,,9.984,29.972,22.512,34.804,35.8,33.617,23.689,35.915,38.91,36.47,29.104,33.285,18.185,30.761,28.367,31.083,12.341,0.957,3.203,1.562,1.641,61.827,1224.016,1243.562,1169.903,1231.426,,,,
2018-01-01 02:00:00,265.751,0.002,-0.002,-0.149,0.003,4.259,4.78,79.817,,342.534,,60.053,,59.766,,349.896,,60.316,,60.078,,349.791,,60.052,,59.928,,353.592,,59.899,,89.53,,339.305,,79.369,,90.029,,340.902,,80.048,,92.402,,340.53,,77.544,,89.565,,341.608,,79.776,,10.002,29.61,22.512,34.61,35.8,34.149,23.573,36.178,39.051,36.682,30.31,33.258,18.057,30.436,26.544,31.052,10.272,1.031,3.293,1.61,1.683,65.096,1199.996,1241.871,1171.827,1233.887,,,,
2018-01-01 03:00:00,265.56,0.002,-0.002,-0.149,0.003,4.335,4.755,80.009,,354.062,,60.064,,60.028,,350.333,,60.263,,60.019,,349.643,,59.859,,60.07,,364.504,,60.09,,90.737,,339.86,,79.995,,90.154,,339.621,,80.129,,92.679,,339.784,,81.908,,89.961,,339.623,,78.587,,10,29.891,22.512,34.253,35.8,33.78,23.174,35.977,38.944,36.607,30.6,33.279,17.207,30.631,26.542,31.126,9.71,1.017,3.313,1.667,1.646,68.361,1242.77,1270.97,1188.474,1256.02,,,,
2018-01-01 04:00:00,267.511,0.002,-0.002,-0.149,0.003,4.296,4.731,80.681,,343.954,,60.068,,60.017,,350.14,,59.741,,60.01,,350.389,,59.811,,59.987,,361.07,,60.083,,89.661,,338.406,,80.066,,90.112,,339.938,,80.198,,93.221,,341.176,,76.913,,89.737,,337.742,,80.447,,10.003,30.553,22.512,34.204,35.8,33.751,23.51,36.099,39.498,36.739,30.49,34.355,17.702,30.982,30.661,30.839,10.423,1.057,3.31,1.581,1.729,71.65,1228.546,1261.434,1205.852,1255.327,,,,
2018-01-01 05:00:00,267.577,0.002,-0.002,-0.149,0.003,4.35,5.047,80.423,,353.385,,59.983,,59.694,,349.893,,60.293,,60.018,,351.049,,59.993,,59.962,,351.832,,59.869,,90.022,,340.937,,78.556,,90.15,,340.015,,79.994,,93.152,,340.222,,81.948,,90.009,,338.772,,80.149,,9.96,30.93,23.212,33.841,36.3,33.698,23.839,36.668,38.995,36.024,30.108,33.867,17.855,31.666,28.572,30.526,10.703,0.99,3.304,1.645,1.659,75,1211.224,1280.942,1185.943,1249.218,,,,
2018-01-01 06:00:00,267.638,0.002,-0.002,-0.149,0.002,4.279,4.956,80.345,,347.76,,59.905,,59.965,,350.23,,60.35,,60.364,,349.908,,60.048,,59.895,,358.347,,60.004,,90.022,,340.374,,80.942,,90.058,,340.262,,79.883,,93.183,,341.438,,80.784,,89.971,,340.335,,81.495,,10.043,30.993,23.212,33.711,36.3,33.486,23.173,36.652,38.847,36.111,28.325,34.152,16.102,31.801,30.481,30.579,10.603,1.019,3.243,1.58,1.663,78.33,1197.4,1276.333,1144.388,1224.992,,,,
2018-01-01 07:00:00,267.242,0.002,-0.001,-0.149,0.003,4.351,4.876,80.287,,351.045,,59.985,,59.886,,349.782,,60.147,,59.879,,350.09,,59.861,,60,,359.131,,59.966,,90.833,,340.307,,80.864,,89.994,,340.058,,80.047,,93.457,,340.656,,81.789,,90.012,,339.635,,82.321,,10.03,30.79,23.212,33.646,36.3,34.136,22.687,36.565,38.48,35.928,27.516,34.247,15.708,31.323,28.306,30.495,9.76,1.012,3.169,1.538,1.631,81.57,1191.811,1250.989,1133.963,1221.48,,,,
2018-01-01 08:00:00,267.551,0.002,-0.001,-0.149,0.003,4.226,5.053,80.477,,348.665,,59.871,,59.903,,349.777,,59.849,,59.891,,349.704,,59.95,,60.308,,356.187,,59.84,,90.153,,339.749,,79.428,,90.224,,340.279,,79.871,,93.526,,340.408,,81.907,,89.94,,340.095,,80.738,,10.048,30.128,23.212,34.397,36.3,33.651,23.124,36.795,39.187,36.341,27.914,33.929,17.336,31.48,27.658,30.496,10.18,1.053,3.184,1.558,1.626,84.761,1174.459,1234.877,1124.519,1205.123,,,,
2018-01-01 09:00:00,267.264,0.002,-0.001,-0.149,0.003,4.165,5.026,78.746,,351.01,,60.131,,60.238,,350.268,,60.345,,60.083,,350.696,,59.997,,60.084,,366.258,,60.029,,89.033,,339.515,,80.064,,90.102,,339.551,,80.055,,92.806,,339.298,,79.604,,90.072,,340.489,,81.584,,10.043,30.468,23.212,34.268,36.3,34.112,22.772,36.507,39.121,36.058,27.067,34.004,16.725,31.559,27.729,30.561,9.851,1.012,3.238,1.569,1.669,87.928,1166.862,1224.933,1119.363,1199.967,,,,
2018-01-01 10:00:00,266.774,0.002,-0.001,-0.149,0.003,4.1,4.811,80.717,,343.698,,59.968,,59.891,,346.346,,60,,60.017,,349.548,,59.88,,60.013,,359.184,,59.975,,90.751,,340.366,,80.495,,89.987,,339.923,,80.036,,95.106,,343.217,,80.26,,90.028,,340.125,,80.615,,9.968,30.042,23.212,34.687,36.3,33.92,23.167,36.683,38.943,35.842,27.324,33.907,15.256,31.296,27.868,30.537,10.205,1.02,3.136,1.555,1.581,91.077,1155.822,1216.854,1130.333,1207.51,,,,
2018-01-01 11:00:00,266.956,0.002,-0.001,-0.149,0.003,4.182,4.742,79.543,,340.506,,59.687,,60.102,,349.638,,59.709,,59.596,,349.119,,60.116,,59.774,,365.539,,59.823,,90.515,,339.727,,80.019,,89.872,,339.878,,79.951,,92.978,,340.284,,81.266,,90.32,,341.667,,78.789,,9.955,29.755,23.212,34.709,36.3,33.715,23.225,36.921,38.606,36.004,27.927,34.091,14.773,31.444,26.829,30.451,10.028,0.956,3.095,1.522,1.572,94.23,1148.522,1211.615,1137.191,1184.761,,,,
2018-01-01 12:00:00,267.115,0.002,-0.001,-0.149,0.003,4.155,4.705,79.486,,357.433,,59.884,,59.75,,349.737,,60.23,,59.863,,349.925,,59.917,,60.267,,365.666,,59.66,,89.007,,339.952,,80.862,,90.12,,340.865,,80.176,,93.295,,340.18,,81.815,,90.17,,339.93,,80.25,,10.016,30.066,23.212,34.835,36.3,33.694,23.003,36.499,38.106,35.976,27.917,33.869,15.245,31.471,28.777,30.563,11.146,0.996,3.072,1.507,1.565,97.366,1143.974,1187.671,1103.182,1146.875,,,,
2018-01-01 13:00:00,267.747,0.002,-0.001,-0.149,0.003,4.255,4.582,79.371,,347.265,,60.016,,59.975,,349.892,,59.767,,60.243,,350.167,,60.008,,59.999,,362.004,,60.037,,90.176,,339.596,,80.672,,89.978,,339.671,,80.016,,93.306,,339.058,,78.825,,89.894,,339.185,,78.485,,10.013,29.635,23.212,34.922,36.3,33.954,23.306,37.628,37.529,36.04,27.019,33.947,15.015,31.508,28.301,30.542,10.218,0.969,3.082,1.506,1.576,100.449,1135.385,1190.672,1129.888,1170.359,,,,
2018-01-01 14:00:00,267.012,0.002,-0.001,-0.149,0.002,4.166,4.593,79.935,,349.739,,59.993,,60.298,,350.005,,60.115,,59.822,,349.984,,60.142,,59.98,,357.192,,59.919,,89.65,,339.325,,80.27,,89.882,,340.329,,80.409,,93.75,,340.185,,79.196,,90.086,,342.479,,79.382,,9.982,29.677,23.212,34.846,36.3,33.764,23.752,36.515,39.272,36.013,27.655,34.123,15.601,31.553,26.863,30.504,10.547,0.999,3.121,1.511,1.61,103.558,1145.748,1205.558,1145.387,1177.083,,,,
2018-01-01 15:00:00,266.99,0.002,-0.002,-0.149,0.002,4.159,4.469,79.063,,354.598,,60.002,,59.781,,351,,59.823,,59.965,,350.02,,60.032,,60.165,,358.531,,60.151,,89.042,,340.197,,80.103,,89.808,,341.038,,80.082,,94.44,,339.613,,81.292,,89.94,,342.347,,79.602,,9.991,29.46,23.212,34.804,36.3,33.931,23.485,36.734,38.131,35.864,26.546,34.037,16.161,31.51,26.869,30.508,11.279,0.965,3.202,1.557,1.644,106.713,1167.932,1228.055,1154.562,1191.171,,,,
2018-01-01 16:00:00,266.218,0.002,-0.002,-0.148,0.002,4.293,4.751,72.963,,349.236,,60.005,,60.358,,349.869,,59.956,,60.26,,350.216,,59.921,,60.084,,359.753,,60.146,,90.575,,339.833,,80.508,,89.864,,341.127,,80.12,,94.119,,340.285,,78.541,,90.057,,336.652,,77.75,,9.997,29.72,23.212,34.682,36.3,33.666,23.78,36.383,38.051,35.808,26.941,33.685,14.484,31.433,27.791,30.489,10.193,0.942,3.043,1.438,1.605,109.883,1168.417,1209.789,1124.092,1180.022,,,,
2018-01-01 17:00:00,264.91,0.002,-0.002,-0.149,0.003,4.233,4.676,62.155,,345.838,,59.671,,59.666,,350.242,,59.696,,59.74,,349.169,,59.972,,59.941,,354.576,,59.686,,89.321,,340.414,,81.018,,90.309,,340.607,,80.14,,94.043,,340.146,,82.118,,89.801,,338.796,,80.632,,10.005,29.797,23.212,34.83,36.3,33.595,22.74,35.928,39.371,35.894,26.458,33.01,14.358,31.529,28.558,30.452,10.349,0.933,3.146,1.545,1.601,113.036,1166.965,1211.893,1124.701,1191.513,,,,
2018-01-01 18:00:00,264.745,0.002,-0.001,-0.149,0.003,4.296,4.833,61.674,,352.532,,59.764,,59.804,,350.235,,60.093,,59.891,,349.748,,59.919,,60.167,,364.682,,59.943,,90.33,,340.315,,79.596,,89.709,,339.352,,80.408,,94.514,,339.812,,80.565,,90.025,,339.618,,80.231,,9.994,29.702,23.212,34.8,36.3,33.177,23.095,36.001,38.913,35.93,26.315,32.915,14.746,31.51,27.055,30.642,11.103,0.989,3.234,1.575,1.659,116.191,1173.97,1219.876,1122.619,1193.281,,,,
2018-01-01 19:00:00,264.746,0.002,-0.001,-0.148,0.003,4.222,4.944,60.915,,351.45,,59.977,,60.356,,349.677,,60.292,,59.93,,350.064,,60.07,,59.992,,352.545,,59.939,,89.046,,339.466,,80.393,,89.899,,340.301,,79.666,,93.69,,339.619,,81.981,,90.142,,339.411,,78.833,,9.969,29.451,23.212,34.693,36.3,33.189,22.551,35.941,38.827,36.042,25.63,33.329,14.728,31.47,28.783,30.46,10.454,1.015,3.137,1.499,1.638,119.325,1174.856,1218.898,1106.078,1193.01,,,,
2018-01-01 20:00:00,264.423,0.002,-0.001,-0.149,0.003,4.352,5.033,61.337,,352.455,,59.861,,60.249,,350.078,,59.736,,59.982,,349.491,,60.05,,59.904,,361.133,,60.028,,90.129,,340.713,,79.97,,89.892,,340.868,,80.122,,93.956,,339.762,,81.408,,89.934,,335.676,,79.324,,10.001,29.583,23.212,34.908,36.3,33.226,22.845,36.103,38.477,35.97,27.472,32.836,14.331,31.474,29.35,30.504,10.352,1.022,3.125,1.527,1.598,122.448,1159.129,1190.695,1087.16,1176.882,,,,
2018-01-01 21:00:00,264.53,0.002,-0.001,-0.149,0.003,4.319,5.055,62.115,,353.9,,60.129,,59.886,,350.688,,60.181,,60.088,,350.114,,59.917,,59.95,,350.438,,60.145,,90.748,,339.652,,80.482,,89.898,,340.673,,80.02,,94.811,,337.26,,79.772,,90.002,,338.937,,82.519,,9.962,29.726,23.212,34.745,36.3,32.789,22.922,36.567,37.661,36.04,26.914,32.848,13.746,31.391,28.452,30.527,10.124,1.005,3.04,1.51,1.53,125.596,1154.249,1191.462,1093.303,1164.896,,,,
2018-01-01 22:00:00,264.9,0.002,-0.001,-0.149,0.003,4.34,5.101,59.384,,349.365,,59.912,,60.226,,350.723,,60.208,,59.926,,350.114,,60.034,,59.904,,352.369,,60.118,,90.807,,339.718,,78.792,,89.979,,340.261,,79.769,,93.471,,339.939,,81.999,,90.045,,339.429,,78.146,,10.007,29.792,23.212,35.268,36.3,32.758,22.79,36.157,37.858,35.867,27.282,32.918,14.718,31.505,28.327,30.512,10.158,1.008,3.243,1.547,1.696,128.714,1163.705,1194.069,1101.17,1171.646,,,,
2018-01-01 23:00:00,265.412,0.002,-0.001,-0.149,0.003,4.234,5.122,60.083,,354.728,,59.738,,59.69,,349.984,,59.916,,59.797,,349.66,,60.036,,59.82,,367.574,,60.103,,89.3,,339.742,,80.587,,90.283,,340.986,,80.309,,94.07,,339.8,,78.624,,90.183,,340.393,,80.454,,10,29.488,23.212,35.616,36.3,33.1,22.992,36.097,38.936,35.884,26.797,32.994,15.266,31.639,28.98,30.552,10.318,1.082,3.368,1.617,1.75,131.876,1173.438,1188.516,1100.61,1184.628,,,,
2018-01-02 00:00:00,264.74,0.002,-0.001,-0.149,0.003,4.225,5.242,80.61,,352.766,,59.884,,59.758,,351.205,,59.924,,59.9,,349.592,,60.021,,59.99,,358.347,,60.017,,89.499,,339.503,,79.9,,89.946,,340.299,,79.766,,94.63,,337.272,,81.722,,89.861,,340.481,,78.078,,10.005,29.476,23.212,35.547,36.3,33.186,23.377,35.923,39.322,35.845,26.947,32.984,15.653,31.418,27.84,30.444,9.896,1.06,3.314,1.606,1.708,135.065,1178.451,1212.437,1098.431,1188.02,,,,
2018-01-02 01:00:00,264.694,0.002,-0.001,-0.148,0.003,4.316,5.159,79.462,,355.132,,60.105,,59.638,,350.106,,60.329,,59.876,,350.503,,60.095,,59.978,,357.187,,60.053,,90.201,,341.355,,80.28,,90.285,,340.315,,80.452,,93.279,,339.959,,77.675,,89.957,,339.708,,79.684,,10.017,29.346,23.212,35.411,36.3,33.178,23.228,36.018,39.694,36.071,26.388,33.044,14.624,31.348,26.794,30.462,10.159,1.073,3.233,1.574,1.659,138.266,1172.548,1209.604,1095.686,1198.168,,,,
2018-01-02 02:00:00,263.884,0.002,-0.001,-0.149,0.003,4.264,5.13,80.495,,351.865,,59.891,,59.886,,349.722,,59.823,,59.94,,349.789,,60.003,,60.04,,361.682,,60.277,,89.742,,341.024,,79.517,,89.732,,338.241,,80.005,,94.456,,339.903,,81.892,,90.072,,341.823,,79.527,,10.012,28.909,23.212,34.975,36.3,33.08,22.956,36.222,38.554,35.892,26.129,33.106,14.225,31.528,26.459,30.452,10.625,1.131,3.159,1.53,1.629,141.46,1166.838,1205.102,1100.905,1191.199,,,,
2018-01-02 03:00:00,265.335,0.002,-0.001,-0.148,0.003,4.311,5.45,80.224,,352.286,,59.976,,59.648,,349.974,,60.195,,59.985,,350.858,,60.123,,59.955,,367.206,,59.913,,89.435,,340.831,,79.273,,89.834,,339.948,,80.535,,94.226,,340.76,,81.98,,89.989,,339.744,,78.88,,9.999,29.591,23.212,34.926,36.3,33.266,23.179,36.308,38.075,36.297,25.731,32.923,13.808,31.452,28.275,30.534,9.924,1.052,3.186,1.564,1.622,144.606,1182.92,1224.178,1104.314,1197.077,,,,
2018-01-02 04:00:00,264.326,0.001,-0.001,-0.148,0.003,4.408,5.287,79.612,,339.348,,59.994,,59.98,,349.612,,59.776,,59.911,,349.07,,60.047,,60.051,,366.09,,60.09,,89.385,,340.014,,80.262,,90.018,,339.88,,79.895,,92.891,,340.221,,81.243,,90.078,,339.626,,81.514,,10.009,29.529,23.212,34.416,36.3,33.204,23.537,36.18,38.669,36.04,23.937,32.987,14.592,31.361,28.502,30.64,9.37,1.064,3.23,1.576,1.654,147.776,1203.728,1253.14,1066.251,1199.614,,,,
2018-01-02 05:00:00,267.088,0.002,-0.001,-0.149,0.003,4.401,5.212,80.666,,352.091,,59.925,,59.989,,349.596,,60.243,,59.925,,349.63,,59.995,,59.886,,364.952,,59.986,,89.741,,340.35,,80.556,,90.033,,339.031,,80.032,,94.54,,340.035,,81.553,,89.948,,338.976,,80.969,,9.981,28.837,23.212,36.384,37.2,33.519,23.202,36.018,38.867,37.415,26.588,33.097,14.554,31.588,28.458,30.367,9.313,1.096,3.18,1.533,1.646,150.934,1226.025,1220.644,1085.792,1198.094,,,,
2018-01-02 06:00:00,270.662,0.002,-0.001,-0.148,0.003,4.36,5.492,80.917,,332.999,,70.032,,69.984,,342.517,,70.518,,70.092,,339.47,,70.013,,69.995,,339.331,,69.958,,70.702,,340.442,,69.959,,69.924,,340.341,,70.029,,94.98,,341.373,,70.128,,69.926,,339.508,,70.006,,9.978,29.882,23.912,36.351,37.2,33.229,23.193,36.716,38.068,38.603,27.618,33.889,15.252,31.41,28.437,30.53,9.11,1.084,3.189,1.538,1.651,154.112,1216.924,1202.228,1131.148,1173.475,,,,
2018-01-02 07:00:00,269.311,0.002,-0.001,-0.148,0.003,4.333,5.512,80.894,,336.814,,70.03,,69.82,,340.335,,70.117,,69.878,,341.292,,70.046,,69.835,,338.734,,69.699,,70.407,,339.726,,69.975,,70.075,,340.236,,69.752,,94.892,,339.777,,70.122,,69.965,,337.962,,70.509,,10.018,29.813,23.912,36.605,37.2,33.631,22.854,36.052,38.889,38.027,25.077,33.585,13.038,31.543,27.742,30.3,8.355,1.083,3.114,1.521,1.593,157.302,1205.347,1186.781,1113.033,1166.796,,,,
2018-01-02 08:00:00,266.566,0.002,-0.001,-0.149,0.003,4.367,5.044,81.028,,341.392,,70.073,,70.199,,338.41,,69.919,,70.127,,339.788,,70.215,,69.977,,340.478,,70.061,,70.262,,339.582,,70.147,,70.185,,340.576,,69.932,,95.259,,342.575,,70.156,,69.928,,340.635,,70.071,,10.015,29.485,23.312,36.452,36.5,32.28,22.73,35.544,37.959,38.076,26.72,33.572,14.941,30.95,28.638,29.898,9.255,1.075,3.171,1.539,1.632,160.435,1186.067,1163.954,1102.383,1152.843,,,,
2018-01-02 09:00:00,263.473,0.002,-0.001,-0.149,0.003,4.255,5.449,78.467,,336.924,,70.136,,70.176,,339.857,,70.119,,70.107,,339.905,,69.872,,70.103,,340.468,,69.29,,69.9,,340.091,,70.117,,69.791,,339.793,,69.965,,92.15,,341.001,,69.588,,70.021,,340.476,,69.312,,10.005,29.318,23.312,36.515,36.5,32.302,22.077,34.5,37.688,37.03,26.969,33.505,15.453,30.418,26.669,29.933,9.861,1.075,3.125,1.508,1.617,163.518,1197.995,1126.854,1087.633,1147.337,,,,
2018-01-02 10:00:00,262.724,0.002,-0.001,-0.149,0.003,4.354,5.394,81.558,,341.973,,69.977,,69.792,,337.231,,70.005,,69.838,,339.961,,69.934,,70.038,,340.278,,70.303,,69.888,,340.055,,70.091,,69.903,,340.484,,69.983,,96.604,,340.039,,69.636,,69.985,,339.582,,70.098,,9.993,28.563,23.312,36.455,36.5,31.985,22.221,34.32,37.563,37.35,25.423,33.466,14.097,30.289,25.15,30.012,9.262,1.046,3.112,1.488,1.624,166.623,1198.252,1127.996,1095.421,1178.941,,,,
2018-01-02 11:00:00,281.83,0.002,-0.001,-0.149,0.002,4.282,5.159,80.49,,328.919,,70,,70.013,,329.453,,70.222,,70.177,,330.873,,69.973,,70.094,,328.576,,70.011,,69.811,,329.134,,70.105,,70.02,,329.683,,69.952,,94.849,,333.141,,69.756,,70.103,,334.631,,70.636,,10.021,32.449,25.112,36.43,37.2,34.628,23.394,36.807,39.179,39.702,27.68,35.906,16.11,33.107,30.44,32.686,13.533,1.067,3.326,1.632,1.694,169.813,1279.622,1250.887,1212.331,1241.406,,,,
2018-01-02 12:00:00,289.3,0.002,-0.001,-0.149,0.003,4.512,5.165,79.379,,300.299,,69.865,,69.777,,302.925,,69.971,,69.897,,300.784,,70.043,,70.051,,298.64,,69.909,,70.1,,280.119,,70.042,,70.307,,280.476,,69.931,,92.96,,279.36,,73.076,,69.776,,279.969,,71.042,,9.992,34.477,25.412,37.421,37.5,35.315,23.78,37.982,38.629,40.284,29.702,36.682,17.661,33.754,31.743,33.28,13.553,1.065,3.378,1.688,1.69,173.209,1328.058,1301.312,1259.028,1289.399,,,,
2018-01-02 13:00:00,291.899,0.002,-0.001,-0.148,0.002,4.401,5.075,80.908,,280.908,,70.114,,69.746,,277.696,,70.107,,69.94,,279.98,,70.017,,70.133,,280.612,,70.078,,69.671,,259.576,,70.136,,69.892,,260.7,,69.872,,94.907,,259.288,,70.953,,70.08,,260.338,,69.941,,10.04,35.366,25.412,37.468,37.5,35.54,23.37,37.665,39.482,40.374,30.198,37.938,19.918,33.668,30.514,33.945,14.736,1.05,3.805,1.798,2.008,176.844,1416.456,1398.575,1405.309,1403.865,,,,
2018-01-02 14:00:00,299.216,0.002,-0.001,-0.149,0.003,4.405,5.155,80.783,,258.903,,70.049,,70.156,,259.902,,70.006,,69.888,,260.114,,69.869,,69.967,,259.874,,70.297,,69.65,,239.814,,69.748,,69.948,,239.535,,69.83,,94.466,,240.115,,68.667,,69.915,,239.082,,70.045,,10.057,35.28,25.412,38.654,37.8,36.279,23.923,38.545,40.243,41.309,30.95,39.03,19.344,35.116,31.327,35.307,15.798,0.983,3.836,1.854,1.982,180.525,1382.047,1375.504,1409.101,1425.137,,,,
2018-01-02 15:00:00,307.717,0.002,-0.001,-0.149,0.003,4.587,5.226,78.503,,236.766,,70.103,,69.986,,240.654,,70.026,,70.045,,240.144,,70.162,,70.044,,239.681,,70.644,,69.609,,230.168,,70.228,,69.984,,230.551,,70.153,,91.581,,230.462,,70.465,,70.114,,231.162,,68.818,,9.973,35.978,25.912,40.396,38.5,37.894,25.522,40,40.806,42.174,32.312,40.097,19.644,35.867,31.169,35.583,15.684,0.994,3.818,1.855,1.963,184.308,1442.395,1471.558,1454.015,1438.951,,,,
2018-01-02 16:00:00,307.593,0.002,-0.001,-0.149,0.003,4.638,5.303,78.017,,240.416,,69.633,,69.815,,239.723,,70.65,,69.78,,239.053,,69.834,,69.869,,239.162,,69.403,,69.995,,229.464,,70.001,,69.994,,230.605,,69.706,,91.219,,229.17,,72.497,,69.853,,228.867,,69.539,,9.969,36.332,25.912,40.507,38.5,37.833,25.654,39.696,41.606,41.981,31.665,39.794,23.995,35.739,32.505,35.68,15.546,0.985,3.707,1.82,1.886,188.075,1404.519,1401.627,1389.592,1380.723,,,,
2018-01-02 17:00:00,312.386,0.002,-0.001,-0.149,0.003,4.504,5.551,79.356,,235.213,,69.879,,70.012,,235.16,,69.026,,70.034,,235.032,,70.12,,70.408,,235.665,,70.055,,70.334,,230.124,,70.146,,69.936,,230.156,,69.962,,93.215,,229.928,,67.906,,70.105,,229.75,,70.041,,9.989,37.006,26.212,40.777,38.7,38.376,25.981,40.295,41.49,42.582,31.207,40.388,23.938,36.527,34.401,36.043,15.751,1.033,3.795,1.852,1.943,191.862,1434.448,1439.231,1447.169,1429.645,,,,
2018-01-02 18:00:00,313.467,0.002,-0.001,-0.149,0.003,4.573,5.478,77.488,,238.81,,70.038,,70.084,,234.728,,70,,70.124,,234.689,,69.971,,69.98,,233.336,,69.72,,70.032,,229.923,,70.048,,70.008,,229.65,,69.946,,91.289,,229.977,,69.563,,69.997,,230.134,,69.357,,10.034,37.349,26.212,41.873,38.7,38.185,25.6,40.232,40.92,42.642,30.82,40.442,23.512,36.446,31.582,35.946,16.1,0.995,3.978,2.003,1.975,195.722,1489.795,1474.293,1446.737,1452.276,,,,
2018-01-02 19:00:00,312.497,0.002,-0.002,-0.149,0.003,4.596,5.563,77.514,,229.904,,69.875,,69.182,,229.816,,70.029,,69.963,,229.445,,70.055,,69.971,,231.245,,69.837,,70.539,,229.56,,70.132,,70.103,,229.739,,69.975,,90.636,,229.824,,70.903,,70.014,,229.627,,69.982,,10.214,37.184,26.212,41.901,38.4,38.663,25.446,39.338,39.547,41.95,30.869,39.439,22.821,36.492,33.732,37.467,16.908,0.995,3.89,1.904,1.986,199.671,1503.335,1443.491,1418.499,1476.553,,,,
2018-01-02 20:00:00,309.162,0.002,-0.002,-0.149,0.003,4.622,5.485,69.504,,229.488,,69.957,,69.917,,230.06,,69.938,,69.954,,229.204,,69.996,,70.11,,229.735,,69.935,,69.77,,229.98,,69.957,,69.954,,229.919,,69.963,,93.633,,229.9,,70.069,,69.899,,230.023,,69.885,,9.964,37.463,25.712,40.232,37.8,38.862,25.681,38.57,40.644,41.753,31.819,39.495,20.889,36.333,31.93,36.339,15.922,0.963,3.878,1.916,1.962,203.554,1448.382,1391.031,1381.544,1417.526,,,,
2018-01-02 21:00:00,308.048,0.002,-0.002,-0.149,0.003,4.6,5.326,69.86,,228.763,,69.826,,70.56,,231.122,,69.619,,69.848,,229.541,,69.96,,70.09,,231.118,,69.985,,70.055,,229.719,,70.162,,70.114,,229.621,,69.906,,92.421,,229.717,,71.325,,70.106,,229.016,,69.95,,9.968,37.204,25.712,39.445,37.8,39.015,26.125,38.252,39.573,42.272,31.293,39.459,21.232,36.273,34.371,36.275,16.327,1.018,3.812,1.863,1.949,207.351,1420.623,1380.39,1370.195,1409.196,,,,
